CODTOUR,DATETOUR,JOUR,NBEXP
A130,21-10-2020,MERCREDI,212
A131,15-10-2020,JEUDI,105
A131,16-10-2020,VENDREDI,118
A131,17-10-2020,SAMEDI,109
A131,18-10-2020,DIMANCHE,98
A131,19-10-2020,LUNDI,105
A131,20-10-2020,MARDI,106
A131,21-10-2020,MERCREDI,106
A134,15-10-2020,JEUDI,148
A134,16-10-2020,VENDREDI,158
A134,17-10-2020,SAMEDI,157
A134,18-10-2020,DIMANCHE,150
A134,19-10-2020,LUNDI,146
A134,20-10-2020,MARDI,148
A134,21-10-2020,MERCREDI,148
A140,15-10-2020,JEUDI,141
A140,16-10-2020,VENDREDI,165
A140,17-10-2020,SAMEDI,165
A140,18-10-2020,DIMANCHE,153
A140,19-10-2020,LUNDI,136
A140,20-10-2020,MARDI,140
A140,21-10-2020,MERCREDI,139
A144,15-10-2020,JEUDI,130
A144,16-10-2020,VENDREDI,140
A144,17-10-2020,SAMEDI,136
A144,18-10-2020,DIMANCHE,129
A144,19-10-2020,LUNDI,128
A144,20-10-2020,MARDI,130
A144,21-10-2020,MERCREDI,131
A148,15-10-2020,JEUDI,260
A148,16-10-2020,VENDREDI,264
A148,17-10-2020,SAMEDI,229
A148,18-10-2020,DIMANCHE,213
A148,19-10-2020,LUNDI,259
A148,20-10-2020,MARDI,261
A148,21-10-2020,MERCREDI,260
A151,15-10-2020,JEUDI,158
A151,16-10-2020,VENDREDI,171
A151,17-10-2020,SAMEDI,175
A151,18-10-2020,DIMANCHE,161
A151,19-10-2020,LUNDI,158
A151,20-10-2020,MARDI,160
A151,21-10-2020,MERCREDI,160
A152,15-10-2020,JEUDI,80
A152,16-10-2020,VENDREDI,86
A152,17-10-2020,SAMEDI,82
A152,18-10-2020,DIMANCHE,79
A152,19-10-2020,LUNDI,80
A152,20-10-2020,MARDI,80
A152,21-10-2020,MERCREDI,80
A153,15-10-2020,JEUDI,141
A153,16-10-2020,VENDREDI,147
A153,17-10-2020,SAMEDI,141
A153,18-10-2020,DIMANCHE,130
A153,19-10-2020,LUNDI,138
A153,20-10-2020,MARDI,141
A153,21-10-2020,MERCREDI,141
A154,15-10-2020,JEUDI,106
A154,16-10-2020,VENDREDI,109
A154,17-10-2020,SAMEDI,106
A154,18-10-2020,DIMANCHE,97
A154,19-10-2020,LUNDI,104
A154,20-10-2020,MARDI,105
A154,21-10-2020,MERCREDI,105
A155,15-10-2020,JEUDI,116
A155,16-10-2020,VENDREDI,127
A155,17-10-2020,SAMEDI,122
A155,18-10-2020,DIMANCHE,112
A155,19-10-2020,LUNDI,112
A155,20-10-2020,MARDI,117
A155,21-10-2020,MERCREDI,117
A156,15-10-2020,JEUDI,296
A156,16-10-2020,VENDREDI,303
A156,17-10-2020,SAMEDI,248
A156,18-10-2020,DIMANCHE,223
A156,19-10-2020,LUNDI,295
A156,20-10-2020,MARDI,297
A156,21-10-2020,MERCREDI,299
A157,15-10-2020,JEUDI,140
A157,16-10-2020,VENDREDI,144
A157,17-10-2020,SAMEDI,137
A157,18-10-2020,DIMANCHE,125
A157,19-10-2020,LUNDI,137
A157,20-10-2020,MARDI,139
A157,21-10-2020,MERCREDI,139
A158,15-10-2020,JEUDI,74
A158,16-10-2020,VENDREDI,87
A158,17-10-2020,SAMEDI,82
A158,18-10-2020,DIMANCHE,81
A158,19-10-2020,LUNDI,76
A158,20-10-2020,MARDI,75
A158,21-10-2020,MERCREDI,75
A159,15-10-2020,JEUDI,113
A159,16-10-2020,VENDREDI,125
A159,17-10-2020,SAMEDI,121
A159,18-10-2020,DIMANCHE,113
A159,19-10-2020,LUNDI,112
A159,20-10-2020,MARDI,113
A159,21-10-2020,MERCREDI,113
A160,15-10-2020,JEUDI,278
A160,16-10-2020,VENDREDI,297
A160,17-10-2020,SAMEDI,289
A160,18-10-2020,DIMANCHE,278
A160,19-10-2020,LUNDI,279
A160,20-10-2020,MARDI,280
A160,21-10-2020,MERCREDI,279
A162,15-10-2020,JEUDI,151
A162,16-10-2020,VENDREDI,176
A162,17-10-2020,SAMEDI,169
A162,18-10-2020,DIMANCHE,151
A162,19-10-2020,LUNDI,149
A162,20-10-2020,MARDI,151
A162,21-10-2020,MERCREDI,151
A163,15-10-2020,JEUDI,137
A163,16-10-2020,VENDREDI,153
A163,17-10-2020,SAMEDI,158
A163,18-10-2020,DIMANCHE,151
A163,19-10-2020,LUNDI,137
A163,20-10-2020,MARDI,137
A163,21-10-2020,MERCREDI,137
A164,15-10-2020,JEUDI,99
A164,16-10-2020,VENDREDI,111
A164,17-10-2020,SAMEDI,110
A164,18-10-2020,DIMANCHE,102
A164,19-10-2020,LUNDI,97
A164,20-10-2020,MARDI,98
A164,21-10-2020,MERCREDI,98
A165,15-10-2020,JEUDI,123
A165,16-10-2020,VENDREDI,130
A165,17-10-2020,SAMEDI,112
A165,18-10-2020,DIMANCHE,107
A165,19-10-2020,LUNDI,122
A165,20-10-2020,MARDI,124
A165,21-10-2020,MERCREDI,124
A166,15-10-2020,JEUDI,127
A166,16-10-2020,VENDREDI,137
A166,17-10-2020,SAMEDI,142
A166,18-10-2020,DIMANCHE,130
A166,19-10-2020,LUNDI,126
A166,20-10-2020,MARDI,128
A166,21-10-2020,MERCREDI,127
A167,15-10-2020,JEUDI,75
A167,16-10-2020,VENDREDI,74
A167,17-10-2020,SAMEDI,74
A167,18-10-2020,DIMANCHE,73
A167,19-10-2020,LUNDI,73
A167,20-10-2020,MARDI,74
A167,21-10-2020,MERCREDI,74
A168,15-10-2020,JEUDI,146
A168,16-10-2020,VENDREDI,162
A168,17-10-2020,SAMEDI,173
A168,18-10-2020,DIMANCHE,167
A168,19-10-2020,LUNDI,146
A168,20-10-2020,MARDI,147
A168,21-10-2020,MERCREDI,147
A169,15-10-2020,JEUDI,155
A169,16-10-2020,VENDREDI,165
A169,17-10-2020,SAMEDI,182
A169,18-10-2020,DIMANCHE,176
A169,19-10-2020,LUNDI,153
A169,20-10-2020,MARDI,155
A169,21-10-2020,MERCREDI,155
A170,15-10-2020,JEUDI,164
A170,16-10-2020,VENDREDI,177
A170,17-10-2020,SAMEDI,164
A170,18-10-2020,DIMANCHE,153
A170,19-10-2020,LUNDI,162
A170,20-10-2020,MARDI,163
A170,21-10-2020,MERCREDI,162
A171,15-10-2020,JEUDI,56
A171,16-10-2020,VENDREDI,60
A171,17-10-2020,SAMEDI,60
A171,18-10-2020,DIMANCHE,56
A171,19-10-2020,LUNDI,55
A171,20-10-2020,MARDI,56
A171,21-10-2020,MERCREDI,56
A172,15-10-2020,JEUDI,138
A172,16-10-2020,VENDREDI,150
A172,17-10-2020,SAMEDI,169
A172,18-10-2020,DIMANCHE,162
A172,19-10-2020,LUNDI,136
A172,20-10-2020,MARDI,138
A172,21-10-2020,MERCREDI,138
A173,15-10-2020,JEUDI,105
A173,16-10-2020,VENDREDI,111
A173,17-10-2020,SAMEDI,114
A173,18-10-2020,DIMANCHE,99
A173,19-10-2020,LUNDI,98
A173,20-10-2020,MARDI,105
A173,21-10-2020,MERCREDI,104
A174,15-10-2020,JEUDI,113
A174,16-10-2020,VENDREDI,116
A174,17-10-2020,SAMEDI,116
A174,18-10-2020,DIMANCHE,112
A174,19-10-2020,LUNDI,111
A174,20-10-2020,MARDI,111
A174,21-10-2020,MERCREDI,111
A175,15-10-2020,JEUDI,87
A175,16-10-2020,VENDREDI,91
A175,17-10-2020,SAMEDI,91
A175,18-10-2020,DIMANCHE,83
A175,19-10-2020,LUNDI,83
A175,20-10-2020,MARDI,87
A175,21-10-2020,MERCREDI,87
A176,15-10-2020,JEUDI,69
A176,16-10-2020,VENDREDI,74
A176,17-10-2020,SAMEDI,73
A176,18-10-2020,DIMANCHE,69
A176,19-10-2020,LUNDI,69
A176,20-10-2020,MARDI,69
A176,21-10-2020,MERCREDI,69
A177,15-10-2020,JEUDI,110
A177,16-10-2020,VENDREDI,122
A177,17-10-2020,SAMEDI,130
A177,18-10-2020,DIMANCHE,119
A177,19-10-2020,LUNDI,108
A177,20-10-2020,MARDI,111
A177,21-10-2020,MERCREDI,110
A178,15-10-2020,JEUDI,206
A178,16-10-2020,VENDREDI,216
A178,17-10-2020,SAMEDI,218
A178,18-10-2020,DIMANCHE,204
A178,19-10-2020,LUNDI,202
A178,20-10-2020,MARDI,204
A178,21-10-2020,MERCREDI,204
A179,15-10-2020,JEUDI,283
A179,16-10-2020,VENDREDI,310
A179,17-10-2020,SAMEDI,328
A179,18-10-2020,DIMANCHE,299
A179,19-10-2020,LUNDI,276
A179,20-10-2020,MARDI,282
A179,21-10-2020,MERCREDI,282
A180,15-10-2020,JEUDI,89
A180,16-10-2020,VENDREDI,89
A180,17-10-2020,SAMEDI,84
A180,18-10-2020,DIMANCHE,71
A180,19-10-2020,LUNDI,86
A180,20-10-2020,MARDI,88
A180,21-10-2020,MERCREDI,88
A181,15-10-2020,JEUDI,176
A181,16-10-2020,VENDREDI,187
A181,17-10-2020,SAMEDI,207
A181,18-10-2020,DIMANCHE,204
A181,19-10-2020,LUNDI,174
A181,20-10-2020,MARDI,177
A181,21-10-2020,MERCREDI,177
A182,15-10-2020,JEUDI,157
A182,16-10-2020,VENDREDI,169
A182,17-10-2020,SAMEDI,169
A182,18-10-2020,DIMANCHE,150
A182,19-10-2020,LUNDI,154
A182,20-10-2020,MARDI,158
A182,21-10-2020,MERCREDI,158
A183,15-10-2020,JEUDI,211
A183,16-10-2020,VENDREDI,223
A183,17-10-2020,SAMEDI,226
A183,18-10-2020,DIMANCHE,208
A183,19-10-2020,LUNDI,207
A183,20-10-2020,MARDI,209
A183,21-10-2020,MERCREDI,209
A184,15-10-2020,JEUDI,1
A185,15-10-2020,JEUDI,149
A185,16-10-2020,VENDREDI,160
A185,17-10-2020,SAMEDI,150
A185,18-10-2020,DIMANCHE,118
A185,19-10-2020,LUNDI,140
A185,20-10-2020,MARDI,149
A185,21-10-2020,MERCREDI,149
A187,15-10-2020,JEUDI,1
A187,16-10-2020,VENDREDI,1
A187,17-10-2020,SAMEDI,1
A187,18-10-2020,DIMANCHE,1
A187,19-10-2020,LUNDI,1
A187,20-10-2020,MARDI,1
A187,21-10-2020,MERCREDI,1
A188,15-10-2020,JEUDI,128
A188,16-10-2020,VENDREDI,146
A188,17-10-2020,SAMEDI,143
A188,18-10-2020,DIMANCHE,131
A188,19-10-2020,LUNDI,125
A188,20-10-2020,MARDI,126
A188,21-10-2020,MERCREDI,127
A189,15-10-2020,JEUDI,97
A189,16-10-2020,VENDREDI,107
A189,17-10-2020,SAMEDI,103
A189,18-10-2020,DIMANCHE,96
A189,19-10-2020,LUNDI,96
A189,20-10-2020,MARDI,98
A189,21-10-2020,MERCREDI,98
A190,15-10-2020,JEUDI,160
A190,16-10-2020,VENDREDI,196
A190,17-10-2020,SAMEDI,189
A190,18-10-2020,DIMANCHE,178
A190,19-10-2020,LUNDI,152
A190,20-10-2020,MARDI,160
A190,21-10-2020,MERCREDI,160
A191,15-10-2020,JEUDI,186
A191,16-10-2020,VENDREDI,196
A191,17-10-2020,SAMEDI,187
A191,18-10-2020,DIMANCHE,163
A191,19-10-2020,LUNDI,184
A191,20-10-2020,MARDI,185
A191,21-10-2020,MERCREDI,186
A193,15-10-2020,JEUDI,159
A193,16-10-2020,VENDREDI,181
A193,17-10-2020,SAMEDI,182
A193,18-10-2020,DIMANCHE,171
A193,19-10-2020,LUNDI,153
A193,20-10-2020,MARDI,159
A193,21-10-2020,MERCREDI,158
A194,15-10-2020,JEUDI,141
A194,16-10-2020,VENDREDI,153
A194,17-10-2020,SAMEDI,151
A194,18-10-2020,DIMANCHE,142
A194,19-10-2020,LUNDI,139
A194,20-10-2020,MARDI,142
A194,21-10-2020,MERCREDI,144
A195,15-10-2020,JEUDI,123
A195,16-10-2020,VENDREDI,143
A195,17-10-2020,SAMEDI,144
A195,18-10-2020,DIMANCHE,130
A195,19-10-2020,LUNDI,122
A195,20-10-2020,MARDI,125
A195,21-10-2020,MERCREDI,126
A196,15-10-2020,JEUDI,132
A196,16-10-2020,VENDREDI,140
A196,17-10-2020,SAMEDI,139
A196,18-10-2020,DIMANCHE,133
A196,19-10-2020,LUNDI,132
A196,20-10-2020,MARDI,132
A196,21-10-2020,MERCREDI,132
A197,15-10-2020,JEUDI,111
A197,16-10-2020,VENDREDI,118
A197,17-10-2020,SAMEDI,119
A197,18-10-2020,DIMANCHE,115
A197,19-10-2020,LUNDI,110
A197,20-10-2020,MARDI,112
A197,21-10-2020,MERCREDI,112
A198,15-10-2020,JEUDI,146
A198,16-10-2020,VENDREDI,151
A198,17-10-2020,SAMEDI,127
A198,18-10-2020,DIMANCHE,118
A198,19-10-2020,LUNDI,146
A198,20-10-2020,MARDI,147
A198,21-10-2020,MERCREDI,147
A199,15-10-2020,JEUDI,257
A199,16-10-2020,VENDREDI,275
A199,17-10-2020,SAMEDI,271
A199,18-10-2020,DIMANCHE,255
A199,19-10-2020,LUNDI,249
A199,20-10-2020,MARDI,256
A199,21-10-2020,MERCREDI,256
A200,15-10-2020,JEUDI,90
A200,16-10-2020,VENDREDI,98
A200,17-10-2020,SAMEDI,101
A200,18-10-2020,DIMANCHE,90
A200,19-10-2020,LUNDI,88
A200,20-10-2020,MARDI,92
A200,21-10-2020,MERCREDI,92
A202,15-10-2020,JEUDI,121
A202,16-10-2020,VENDREDI,133
A202,17-10-2020,SAMEDI,136
A202,18-10-2020,DIMANCHE,133
A202,19-10-2020,LUNDI,121
A202,20-10-2020,MARDI,122
A202,21-10-2020,MERCREDI,122
A204,15-10-2020,JEUDI,1
A204,16-10-2020,VENDREDI,1
A204,17-10-2020,SAMEDI,1
A204,18-10-2020,DIMANCHE,1
A204,19-10-2020,LUNDI,1
A204,20-10-2020,MARDI,1
A204,21-10-2020,MERCREDI,1
A206,15-10-2020,JEUDI,180
A206,16-10-2020,VENDREDI,211
A206,17-10-2020,SAMEDI,199
A206,18-10-2020,DIMANCHE,186
A206,19-10-2020,LUNDI,175
A206,20-10-2020,MARDI,180
A206,21-10-2020,MERCREDI,182
A207,15-10-2020,JEUDI,138
A207,16-10-2020,VENDREDI,162
A207,17-10-2020,SAMEDI,172
A207,18-10-2020,DIMANCHE,156
A207,19-10-2020,LUNDI,132
A207,20-10-2020,MARDI,135
A207,21-10-2020,MERCREDI,135
A208,15-10-2020,JEUDI,94
A208,16-10-2020,VENDREDI,107
A208,17-10-2020,SAMEDI,108
A208,18-10-2020,DIMANCHE,102
A208,19-10-2020,LUNDI,96
A208,20-10-2020,MARDI,98
A208,21-10-2020,MERCREDI,98
A211,15-10-2020,JEUDI,1
A211,16-10-2020,VENDREDI,1
A211,17-10-2020,SAMEDI,1
A211,18-10-2020,DIMANCHE,1
A211,19-10-2020,LUNDI,1
A211,20-10-2020,MARDI,1
A211,21-10-2020,MERCREDI,1
A212,15-10-2020,JEUDI,146
A212,16-10-2020,VENDREDI,174
A212,17-10-2020,SAMEDI,173
A212,18-10-2020,DIMANCHE,163
A212,19-10-2020,LUNDI,142
A212,20-10-2020,MARDI,143
A212,21-10-2020,MERCREDI,144
A213,15-10-2020,JEUDI,114
A213,16-10-2020,VENDREDI,125
A213,17-10-2020,SAMEDI,120
A213,18-10-2020,DIMANCHE,115
A213,19-10-2020,LUNDI,111
A213,20-10-2020,MARDI,114
A213,21-10-2020,MERCREDI,114
A214,15-10-2020,JEUDI,136
A214,16-10-2020,VENDREDI,148
A214,17-10-2020,SAMEDI,153
A214,18-10-2020,DIMANCHE,144
A214,19-10-2020,LUNDI,135
A214,20-10-2020,MARDI,137
A214,21-10-2020,MERCREDI,137
A215,15-10-2020,JEUDI,155
A215,16-10-2020,VENDREDI,171
A215,17-10-2020,SAMEDI,166
A215,18-10-2020,DIMANCHE,157
A215,19-10-2020,LUNDI,153
A215,20-10-2020,MARDI,154
A215,21-10-2020,MERCREDI,154
A216,15-10-2020,JEUDI,98
A216,16-10-2020,VENDREDI,103
A216,17-10-2020,SAMEDI,90
A216,18-10-2020,DIMANCHE,78
A216,19-10-2020,LUNDI,92
A216,20-10-2020,MARDI,95
A216,21-10-2020,MERCREDI,95
A217,15-10-2020,JEUDI,114
A217,16-10-2020,VENDREDI,130
A217,17-10-2020,SAMEDI,139
A217,18-10-2020,DIMANCHE,131
A217,19-10-2020,LUNDI,112
A217,20-10-2020,MARDI,115
A217,21-10-2020,MERCREDI,114
A218,15-10-2020,JEUDI,139
A218,16-10-2020,VENDREDI,175
A218,17-10-2020,SAMEDI,170
A218,18-10-2020,DIMANCHE,163
A218,19-10-2020,LUNDI,139
A218,20-10-2020,MARDI,138
A218,21-10-2020,MERCREDI,138
A219,15-10-2020,JEUDI,99
A219,16-10-2020,VENDREDI,118
A219,17-10-2020,SAMEDI,112
A219,18-10-2020,DIMANCHE,104
A219,19-10-2020,LUNDI,98
A219,20-10-2020,MARDI,100
A219,21-10-2020,MERCREDI,99
A220,15-10-2020,JEUDI,103
A220,16-10-2020,VENDREDI,106
A220,17-10-2020,SAMEDI,98
A220,18-10-2020,DIMANCHE,85
A220,19-10-2020,LUNDI,101
A220,20-10-2020,MARDI,103
A220,21-10-2020,MERCREDI,103
A221,15-10-2020,JEUDI,161
A221,16-10-2020,VENDREDI,173
A221,17-10-2020,SAMEDI,159
A221,18-10-2020,DIMANCHE,148
A221,19-10-2020,LUNDI,159
A221,20-10-2020,MARDI,159
A221,21-10-2020,MERCREDI,159
A222,15-10-2020,JEUDI,157
A222,16-10-2020,VENDREDI,175
A222,17-10-2020,SAMEDI,160
A222,18-10-2020,DIMANCHE,137
A222,19-10-2020,LUNDI,149
A222,20-10-2020,MARDI,156
A222,21-10-2020,MERCREDI,155
A223,15-10-2020,JEUDI,124
A223,16-10-2020,VENDREDI,147
A223,17-10-2020,SAMEDI,145
A223,18-10-2020,DIMANCHE,140
A223,19-10-2020,LUNDI,122
A223,20-10-2020,MARDI,123
A223,21-10-2020,MERCREDI,123
A224,15-10-2020,JEUDI,130
A224,16-10-2020,VENDREDI,144
A224,17-10-2020,SAMEDI,138
A224,18-10-2020,DIMANCHE,126
A224,19-10-2020,LUNDI,126
A224,20-10-2020,MARDI,131
A224,21-10-2020,MERCREDI,131
A225,15-10-2020,JEUDI,121
A225,16-10-2020,VENDREDI,128
A225,17-10-2020,SAMEDI,121
A225,18-10-2020,DIMANCHE,117
A225,19-10-2020,LUNDI,117
A225,20-10-2020,MARDI,116
A225,21-10-2020,MERCREDI,116
A226,15-10-2020,JEUDI,110
A226,16-10-2020,VENDREDI,132
A226,17-10-2020,SAMEDI,124
A226,18-10-2020,DIMANCHE,114
A226,19-10-2020,LUNDI,108
A226,20-10-2020,MARDI,110
A226,21-10-2020,MERCREDI,110
A227,15-10-2020,JEUDI,105
A227,16-10-2020,VENDREDI,112
A227,17-10-2020,SAMEDI,109
A227,18-10-2020,DIMANCHE,105
A227,19-10-2020,LUNDI,105
A227,20-10-2020,MARDI,106
A227,21-10-2020,MERCREDI,105
A228,15-10-2020,JEUDI,128
A228,16-10-2020,VENDREDI,139
A228,17-10-2020,SAMEDI,135
A228,18-10-2020,DIMANCHE,115
A228,19-10-2020,LUNDI,122
A228,20-10-2020,MARDI,129
A228,21-10-2020,MERCREDI,129
A229,15-10-2020,JEUDI,110
A229,16-10-2020,VENDREDI,122
A229,17-10-2020,SAMEDI,118
A229,18-10-2020,DIMANCHE,110
A229,19-10-2020,LUNDI,106
A229,20-10-2020,MARDI,109
A229,21-10-2020,MERCREDI,109
A230,15-10-2020,JEUDI,131
A230,16-10-2020,VENDREDI,150
A230,17-10-2020,SAMEDI,129
A230,18-10-2020,DIMANCHE,109
A230,19-10-2020,LUNDI,129
A230,20-10-2020,MARDI,132
A230,21-10-2020,MERCREDI,133
A231,15-10-2020,JEUDI,127
A231,16-10-2020,VENDREDI,143
A231,17-10-2020,SAMEDI,125
A231,18-10-2020,DIMANCHE,110
A231,19-10-2020,LUNDI,124
A231,20-10-2020,MARDI,126
A231,21-10-2020,MERCREDI,126
A232,15-10-2020,JEUDI,105
A232,16-10-2020,VENDREDI,111
A232,17-10-2020,SAMEDI,110
A232,18-10-2020,DIMANCHE,98
A232,19-10-2020,LUNDI,103
A232,20-10-2020,MARDI,105
A232,21-10-2020,MERCREDI,105
A233,15-10-2020,JEUDI,109
A233,16-10-2020,VENDREDI,117
A233,17-10-2020,SAMEDI,119
A233,18-10-2020,DIMANCHE,111
A233,19-10-2020,LUNDI,109
A233,20-10-2020,MARDI,110
A233,21-10-2020,MERCREDI,108
A234,15-10-2020,JEUDI,153
A234,16-10-2020,VENDREDI,168
A234,17-10-2020,SAMEDI,165
A234,18-10-2020,DIMANCHE,155
A234,19-10-2020,LUNDI,150
A234,20-10-2020,MARDI,151
A234,21-10-2020,MERCREDI,151
V001,15-10-2020,JEUDI,147
V001,16-10-2020,VENDREDI,166
V001,17-10-2020,SAMEDI,163
V001,18-10-2020,DIMANCHE,151
V001,19-10-2020,LUNDI,144
V001,20-10-2020,MARDI,146
V001,21-10-2020,MERCREDI,146
V002,15-10-2020,JEUDI,135
V002,16-10-2020,VENDREDI,141
V002,17-10-2020,SAMEDI,137
V002,18-10-2020,DIMANCHE,130
V002,19-10-2020,LUNDI,132
V002,20-10-2020,MARDI,133
V002,21-10-2020,MERCREDI,133
V003,15-10-2020,JEUDI,217
V003,16-10-2020,VENDREDI,231
V003,17-10-2020,SAMEDI,220
V003,18-10-2020,DIMANCHE,196
V003,19-10-2020,LUNDI,210
V003,20-10-2020,MARDI,214
V003,21-10-2020,MERCREDI,213
V004,15-10-2020,JEUDI,131
V004,16-10-2020,VENDREDI,141
V004,17-10-2020,SAMEDI,137
V004,18-10-2020,DIMANCHE,128
V004,19-10-2020,LUNDI,128
V004,20-10-2020,MARDI,132
V004,21-10-2020,MERCREDI,132
V005,15-10-2020,JEUDI,128
V005,16-10-2020,VENDREDI,151
V005,17-10-2020,SAMEDI,146
V005,18-10-2020,DIMANCHE,138
V005,19-10-2020,LUNDI,127
V005,20-10-2020,MARDI,130
V005,21-10-2020,MERCREDI,130
V006,15-10-2020,JEUDI,185
V006,16-10-2020,VENDREDI,196
V006,17-10-2020,SAMEDI,190
V006,18-10-2020,DIMANCHE,175
V006,19-10-2020,LUNDI,179
V006,20-10-2020,MARDI,184
V006,21-10-2020,MERCREDI,184
V007,15-10-2020,JEUDI,114
V007,16-10-2020,VENDREDI,119
V007,17-10-2020,SAMEDI,114
V007,18-10-2020,DIMANCHE,111
V007,19-10-2020,LUNDI,113
V007,20-10-2020,MARDI,113
V007,21-10-2020,MERCREDI,113
V008,15-10-2020,JEUDI,109
V008,16-10-2020,VENDREDI,119
V008,17-10-2020,SAMEDI,106
V008,18-10-2020,DIMANCHE,94
V008,19-10-2020,LUNDI,104
V008,20-10-2020,MARDI,110
V008,21-10-2020,MERCREDI,108
V009,15-10-2020,JEUDI,125
V009,16-10-2020,VENDREDI,129
V009,17-10-2020,SAMEDI,116
V009,18-10-2020,DIMANCHE,103
V009,19-10-2020,LUNDI,120
V009,20-10-2020,MARDI,125
V009,21-10-2020,MERCREDI,125
V010,15-10-2020,JEUDI,252
V010,16-10-2020,VENDREDI,275
V010,17-10-2020,SAMEDI,262
V010,18-10-2020,DIMANCHE,243
V010,19-10-2020,LUNDI,243
V010,20-10-2020,MARDI,251
V010,21-10-2020,MERCREDI,251
V012,15-10-2020,JEUDI,126
V012,16-10-2020,VENDREDI,138
V012,17-10-2020,SAMEDI,138
V012,18-10-2020,DIMANCHE,125
V012,19-10-2020,LUNDI,121
V012,20-10-2020,MARDI,125
V012,21-10-2020,MERCREDI,124
V013,15-10-2020,JEUDI,255
V013,16-10-2020,VENDREDI,269
V013,17-10-2020,SAMEDI,265
V013,18-10-2020,DIMANCHE,247
V013,19-10-2020,LUNDI,251
V013,20-10-2020,MARDI,254
V013,21-10-2020,MERCREDI,253
V018,15-10-2020,JEUDI,151
V018,16-10-2020,VENDREDI,164
V018,17-10-2020,SAMEDI,159
V018,18-10-2020,DIMANCHE,143
V018,19-10-2020,LUNDI,147
V018,20-10-2020,MARDI,154
V018,21-10-2020,MERCREDI,156
V021,15-10-2020,JEUDI,162
V021,16-10-2020,VENDREDI,182
V021,17-10-2020,SAMEDI,174
V021,18-10-2020,DIMANCHE,158
V021,19-10-2020,LUNDI,159
V021,20-10-2020,MARDI,160
V021,21-10-2020,MERCREDI,160
V022,15-10-2020,JEUDI,156
V022,16-10-2020,VENDREDI,176
V022,17-10-2020,SAMEDI,176
V022,18-10-2020,DIMANCHE,168
V022,19-10-2020,LUNDI,154
V022,20-10-2020,MARDI,156
V022,21-10-2020,MERCREDI,157
V023,15-10-2020,JEUDI,252
V023,16-10-2020,VENDREDI,257
V023,17-10-2020,SAMEDI,245
V023,18-10-2020,DIMANCHE,232
V023,19-10-2020,LUNDI,242
V023,20-10-2020,MARDI,251
V023,21-10-2020,MERCREDI,251
V024,15-10-2020,JEUDI,260
V024,16-10-2020,VENDREDI,269
V024,17-10-2020,SAMEDI,258
V024,18-10-2020,DIMANCHE,238
V024,19-10-2020,LUNDI,250
V024,20-10-2020,MARDI,257
V024,21-10-2020,MERCREDI,258
V025,15-10-2020,JEUDI,80
V025,16-10-2020,VENDREDI,83
V025,17-10-2020,SAMEDI,83
V025,18-10-2020,DIMANCHE,76
V025,19-10-2020,LUNDI,77
V025,20-10-2020,MARDI,79
V025,21-10-2020,MERCREDI,79
V026,15-10-2020,JEUDI,165
V026,16-10-2020,VENDREDI,182
